timeat605nm	I_1at605nm
4.370000e+01	128
4.390000e+01	132
4.410000e+01	128
4.430000e+01	127
4.450000e+01	131
4.470000e+01	134
4.490000e+01	121
4.510000e+01	131
4.530000e+01	120
4.550000e+01	132
4.570000e+01	132
4.590000e+01	134
4.610000e+01	136
4.630000e+01	125
4.650000e+01	127
4.670000e+01	133
4.690000e+01	126
4.710000e+01	132
4.730000e+01	129
4.750000e+01	134
4.770000e+01	131
4.790000e+01	131
4.810000e+01	133
4.830000e+01	129
4.850000e+01	130
4.870000e+01	121
4.890000e+01	128
4.910000e+01	134
4.930000e+01	134
4.950000e+01	122
4.970000e+01	134
4.990000e+01	131
5.010000e+01	135
5.030000e+01	133
5.050000e+01	132
5.070000e+01	127
5.090000e+01	127
5.110000e+01	129
5.130000e+01	130
5.150000e+01	135
5.170000e+01	131
5.190000e+01	131
5.210000e+01	132
5.230000e+01	135
5.250000e+01	126
5.270000e+01	122
5.290000e+01	128
5.310000e+01	136
5.330000e+01	132
5.350000e+01	137
5.370000e+01	132
5.390000e+01	127
5.410000e+01	129
5.430000e+01	132
5.450000e+01	126
5.470000e+01	132
5.490000e+01	130
5.510000e+01	124
5.530000e+01	128
5.550000e+01	124
5.570000e+01	134
5.590000e+01	135
5.610000e+01	128
5.630000e+01	130
5.650000e+01	133
5.670000e+01	125
5.690000e+01	137
5.710000e+01	130
5.730000e+01	127
5.750000e+01	127
5.770000e+01	127
5.790000e+01	132
5.810000e+01	128
5.830000e+01	126
5.850000e+01	131
5.870000e+01	130
5.890000e+01	126
5.910000e+01	133
5.930000e+01	131
5.950000e+01	123
5.970000e+01	127
5.990000e+01	130
6.010000e+01	125
6.030000e+01	126
6.050000e+01	132
6.070000e+01	138
6.090000e+01	132
6.110000e+01	136
6.130000e+01	129
6.150000e+01	128
6.170000e+01	126
6.190000e+01	137
6.210000e+01	133
6.230000e+01	127
6.250000e+01	133
6.270000e+01	124
6.290000e+01	142
6.310000e+01	138
6.330000e+01	135
6.350000e+01	126
6.370000e+01	131
6.390000e+01	121
6.410000e+01	136
6.430000e+01	139
6.450000e+01	135
6.470000e+01	123
6.490000e+01	131
6.510000e+01	130
6.530000e+01	132
6.550000e+01	124
6.570000e+01	128
6.590000e+01	132
6.610000e+01	133
6.630000e+01	133
6.650000e+01	127
6.670000e+01	134
6.690000e+01	125
6.710000e+01	125
6.730000e+01	134
6.750000e+01	125
6.770000e+01	132
6.790000e+01	127
6.810000e+01	129
6.830000e+01	133
6.850000e+01	125
6.870000e+01	137
6.890000e+01	129
6.910000e+01	137
6.930000e+01	130
6.950000e+01	125
6.970000e+01	132
6.990000e+01	128
7.010000e+01	136
7.030000e+01	133
7.050000e+01	125
7.070000e+01	132
7.090000e+01	131
7.110000e+01	128
7.130000e+01	127
7.150000e+01	127
7.170000e+01	128
7.190000e+01	129
7.210000e+01	127
7.230000e+01	130
7.250000e+01	133
7.270000e+01	135
7.290000e+01	131
7.310000e+01	129
7.330000e+01	135
7.350000e+01	128
7.370000e+01	134
7.390000e+01	127
7.410000e+01	130
7.430000e+01	139
7.450000e+01	127
7.470000e+01	131
7.490000e+01	131
7.510000e+01	123
7.530000e+01	122
7.550000e+01	130
7.570000e+01	137
7.590000e+01	131
7.610000e+01	135
7.630000e+01	131
7.650000e+01	137
7.670000e+01	128
7.690000e+01	132
7.710000e+01	129
7.730000e+01	133
7.750000e+01	127
7.770000e+01	136
7.790000e+01	126
7.810000e+01	130
7.830000e+01	134
7.850000e+01	122
7.870000e+01	121
7.890000e+01	126
7.910000e+01	142
7.930000e+01	122
7.950000e+01	134
7.970000e+01	123
7.990000e+01	135
8.010000e+01	128
8.030000e+01	129
8.050000e+01	129
8.070000e+01	125
8.090000e+01	134
8.110000e+01	129
8.130000e+01	127
8.150000e+01	129
8.170000e+01	130
8.190000e+01	124
8.210000e+01	123
8.230000e+01	124
8.250000e+01	132
8.270000e+01	127
8.290000e+01	130
8.310000e+01	128
8.330000e+01	130
8.350000e+01	123
8.370000e+01	135
8.390000e+01	131
8.410000e+01	131
8.430000e+01	134
8.450000e+01	128
8.470000e+01	128
8.490000e+01	124
8.510000e+01	135
8.530000e+01	130
8.550000e+01	133
8.570000e+01	133
8.590000e+01	131
8.610000e+01	123
8.630000e+01	132
8.650000e+01	134
8.670000e+01	122
8.690000e+01	127
8.710000e+01	132
8.730000e+01	133
8.750000e+01	131
8.770000e+01	130
8.790000e+01	124
8.810000e+01	125
8.830000e+01	131
8.850000e+01	123
8.870000e+01	135
8.890000e+01	138
8.910000e+01	130
8.930000e+01	127
8.950000e+01	130
8.970000e+01	128
8.990000e+01	137
9.010000e+01	130
9.030000e+01	127
9.050000e+01	130
9.070000e+01	126
9.090000e+01	124
9.110000e+01	122
9.130000e+01	125
9.150000e+01	128
9.170000e+01	141
9.190000e+01	132
9.210000e+01	132
9.230000e+01	131
9.250000e+01	123
9.270000e+01	128
9.290000e+01	136
9.310000e+01	131
9.330000e+01	129
9.350000e+01	127
9.370000e+01	127
9.390000e+01	124
9.410000e+01	121
9.430000e+01	132
9.450000e+01	127
9.470000e+01	130
9.490000e+01	127
9.510000e+01	128
9.530000e+01	133
9.550000e+01	129
9.570000e+01	131
9.590000e+01	130
9.610000e+01	123
9.630000e+01	128
9.650000e+01	136
9.670000e+01	126
9.690000e+01	131
9.710000e+01	125
9.730000e+01	130
9.750000e+01	133
9.770000e+01	134
9.790000e+01	133
9.810000e+01	131
9.830000e+01	135
9.850000e+01	128
9.870000e+01	129
9.890000e+01	132
9.910000e+01	129
9.930000e+01	129
9.950000e+01	137
9.970000e+01	135
9.990000e+01	130
